date,time,open,high,low,close,volume
0,0,27.993687,27.994891,27.990512,27.992701,1000
1,1,27.973367,27.980719,27.970453,27.975586,1000
2,2,27.938616,27.949741,27.927608,27.938675,1000
3,3,27.890695,27.904570,27.875374,27.889972,1000
4,4,27.812423,27.835879,27.789606,27.812743,1000
5,5,27.725064,27.752049,27.700142,27.726095,1000
6,6,27.657474,27.677498,27.635918,27.656708,1000
7,7,27.579279,27.603851,27.558634,27.581243,1000
8,8,27.497355,27.522967,27.473124,27.498046,1000
9,9,27.440804,27.456562,27.421058,27.438810,1000
10,10,27.386862,27.403787,27.373807,27.388797,1000
11,11,27.300401,27.325947,27.272201,27.299074,1000
12,12,27.233021,27.252752,27.213117,27.232934,1000
13,13,27.172419,27.189273,27.151910,27.170591,1000
14,14,27.123702,27.138987,27.111930,27.125458,1000
15,15,27.090549,27.101222,27.080467,27.090844,1000
16,16,27.081513,27.083786,27.077737,27.080762,1000
17,17,27.060621,27.066952,27.055122,27.061037,1000
18,18,27.053929,27.056055,27.051785,27.053920,1000
19,19,27.057536,27.056999,27.055578,27.056289,1000
20,20,27.022719,27.032289,27.011736,27.022012,1000
21,21,26.999782,27.005980,26.992245,26.999113,1000
22,22,26.966189,26.975964,26.956139,26.966052,1000
23,23,26.917242,26.932100,26.903037,26.917569,1000
24,24,26.865144,26.881074,26.849837,26.865456,1000
25,25,26.791650,26.815654,26.773048,26.794351,1000
26,26,26.742145,26.758134,26.727134,26.742634,1000
27,27,26.697897,26.712176,26.686100,26.699138,1000
28,28,26.671267,26.679208,26.662138,26.670673,1000
29,29,26.626010,26.638722,26.611369,26.625045,1000
30,30,26.608105,26.612666,26.602060,26.607363,1000
31,31,26.566200,26.578014,26.552887,26.565450,1000
32,32,26.529310,26.540551,26.519228,26.529889,1000
33,33,26.509613,26.515474,26.503125,26.509300,1000
34,34,26.499406,26.502611,26.496879,26.499745,1000
35,35,26.504413,26.505906,26.503062,26.504484,1000
36,36,26.509047,26.510226,26.507576,26.508901,1000
37,37,26.520916,26.524907,26.517518,26.521213,1000
38,38,26.543810,26.547967,26.535615,26.541791,1000
39,39,26.544980,26.548790,26.545559,26.547174,1000
40,40,26.556802,26.558054,26.553032,26.555543,1000
41,41,26.562272,26.562033,26.559038,26.560535,1000
42,42,26.602641,26.615708,26.590228,26.602968,1000
43,43,26.654444,26.668776,26.638381,26.653579,1000
44,44,26.706255,26.723249,26.691069,26.707159,1000
45,45,26.764860,26.781548,26.747186,26.764367,1000
46,46,26.757194,26.758425,26.753333,26.755879,1000
47,47,26.756567,26.756514,26.756221,26.756367,1000
48,48,26.736147,26.740817,26.727496,26.734156,1000
49,49,26.714778,26.721273,26.710235,26.715754,1000
50,50,26.684772,26.692915,26.673356,26.683135,1000
